date,station_id,temperature,humidity,rainfall,wind_speed,cloud_cover,pressure,dew_point,station_name,latitude,longitude
2024-04-09,Karawang,26.7,87.6,5.5,3.4,14.6,1008.3,24.2,Karawang,-6.3167,107.2867
2024-04-10,Karawang,28.1,87.4,0.9,1.0,54.9,1013.4,25.6,Karawang,-6.3167,107.2867
2024-04-11,Karawang,28.8,92.5,18.7,1.3,43.7,1014.2,27.3,Karawang,-6.3167,107.2867
2024-04-12,Karawang,29.5,76.8,2.4,2.8,26.4,1012.7,24.9,Karawang,-6.3167,107.2867
2024-04-13,Karawang,28.2,86.2,1.1,1.7,65.4,1011.4,25.5,Karawang,-6.3167,107.2867
2024-04-14,Karawang,28.9,85.8,3.4,7.1,44.0,1015.9,26.1,Karawang,-6.3167,107.2867
2024-04-15,Karawang,29.1,80.1,2.0,1.5,20.1,1016.4,25.2,Karawang,-6.3167,107.2867
2024-04-16,Karawang,32.8,81.9,3.0,2.1,18.8,1011.7,29.2,Karawang,-6.3167,107.2867
2024-04-17,Karawang,25.2,87.5,10.1,9.4,56.5,1015.1,22.7,Karawang,-6.3167,107.2867
2024-04-18,Karawang,26.2,90.5,8.4,4.4,54.7,1010.7,24.3,Karawang,-6.3167,107.2867
2024-04-19,Karawang,29.6,80.4,3.1,2.9,40.0,1015.6,25.7,Karawang,-6.3167,107.2867
2024-04-20,Karawang,26.9,91.4,4.8,3.1,69.4,1013.1,25.2,Karawang,-6.3167,107.2867
2024-04-21,Karawang,28.4,81.7,8.4,4.7,39.5,1008.6,24.8,Karawang,-6.3167,107.2867
2024-04-22,Karawang,31.0,80.2,15.1,3.5,6.6,1010.4,27.1,Karawang,-6.3167,107.2867
2024-04-23,Karawang,28.2,79.7,3.8,3.0,33.0,1004.3,24.1,Karawang,-6.3167,107.2867
2024-04-24,Karawang,25.5,84.6,6.6,2.7,84.8,1008.7,22.4,Karawang,-6.3167,107.2867
2024-04-25,Karawang,34.5,92.0,1.4,0.2,41.3,1014.5,32.9,Karawang,-6.3167,107.2867
2024-04-26,Karawang,28.7,89.7,12.0,2.2,55.5,1021.8,26.7,Karawang,-6.3167,107.2867
2024-04-27,Karawang,28.1,83.1,4.8,1.4,7.4,1016.4,24.7,Karawang,-6.3167,107.2867
2024-04-28,Karawang,30.3,71.4,3.3,3.2,42.9,1012.4,24.5,Karawang,-6.3167,107.2867
2024-04-29,Karawang,30.6,83.0,17.2,3.8,9.3,1018.3,27.2,Karawang,-6.3167,107.2867
2024-04-30,Karawang,28.9,85.1,2.6,7.1,62.7,1010.9,25.9,Karawang,-6.3167,107.2867
2024-05-01,Karawang,25.7,74.6,0.4,6.5,35.8,1010.1,20.6,Karawang,-6.3167,107.2867
2024-05-02,Karawang,28.1,79.0,0.6,4.6,67.9,1012.9,23.9,Karawang,-6.3167,107.2867
2024-05-03,Karawang,29.3,81.5,0.1,1.1,18.9,1021.5,25.6,Karawang,-6.3167,107.2867
2024-05-04,Karawang,29.3,75.3,0.8,1.2,16.5,1023.5,24.4,Karawang,-6.3167,107.2867
2024-05-05,Karawang,28.3,81.5,0.0,5.0,100.0,1022.4,24.6,Karawang,-6.3167,107.2867
2024-05-06,Karawang,29.0,68.1,0.1,1.0,18.1,1011.1,22.6,Karawang,-6.3167,107.2867
2024-05-07,Karawang,30.5,81.7,0.0,2.1,31.2,1017.5,26.8,Karawang,-6.3167,107.2867
2024-05-08,Karawang,31.0,78.2,0.9,1.9,65.3,1018.9,26.7,Karawang,-6.3167,107.2867
2024-05-09,Karawang,30.9,66.8,1.1,2.8,33.0,1020.3,24.3,Karawang,-6.3167,107.2867
2024-05-10,Karawang,29.8,72.5,0.1,9.8,44.6,1024.0,24.3,Karawang,-6.3167,107.2867
2024-05-11,Karawang,26.6,77.9,0.0,1.6,34.1,1012.8,22.2,Karawang,-6.3167,107.2867
2024-05-12,Karawang,26.7,74.0,0.1,1.9,32.0,1024.8,21.5,Karawang,-6.3167,107.2867
2024-05-13,Karawang,26.8,75.5,0.1,4.7,29.1,1019.3,21.9,Karawang,-6.3167,107.2867
2024-05-14,Karawang,26.0,75.1,0.1,0.2,100.0,1014.3,21.0,Karawang,-6.3167,107.2867
2024-05-15,Karawang,27.9,78.1,0.3,5.8,74.1,1020.2,23.6,Karawang,-6.3167,107.2867
2024-05-16,Karawang,28.2,66.8,0.1,5.9,47.1,1015.9,21.6,Karawang,-6.3167,107.2867
2024-05-17,Karawang,29.4,74.5,0.3,1.7,51.1,1021.7,24.3,Karawang,-6.3167,107.2867
2024-05-18,Karawang,31.4,79.8,2.2,7.3,32.8,1008.6,27.3,Karawang,-6.3167,107.2867
2024-05-19,Karawang,31.6,76.3,1.6,1.0,19.1,1016.2,26.9,Karawang,-6.3167,107.2867
2024-05-20,Karawang,25.8,71.9,0.8,7.8,61.3,1013.2,20.2,Karawang,-6.3167,107.2867
2024-05-21,Karawang,27.5,69.6,0.1,1.0,34.2,1008.6,21.4,Karawang,-6.3167,107.2867
2024-05-22,Karawang,27.8,64.7,0.0,1.4,32.4,1013.6,20.7,Karawang,-6.3167,107.2867
2024-05-23,Karawang,26.1,75.3,0.8,1.5,15.0,1011.1,21.2,Karawang,-6.3167,107.2867
2024-05-24,Karawang,27.2,71.5,1.6,4.4,24.6,1013.2,21.5,Karawang,-6.3167,107.2867
2024-05-25,Karawang,25.6,71.0,0.0,3.7,100.0,1012.7,19.8,Karawang,-6.3167,107.2867
2024-05-26,Karawang,29.5,76.7,0.1,1.0,16.8,1007.0,24.8,Karawang,-6.3167,107.2867
2024-05-27,Karawang,30.0,71.7,0.0,1.2,37.0,1005.0,24.4,Karawang,-6.3167,107.2867
2024-05-28,Karawang,27.8,75.1,0.7,3.9,56.9,1015.0,22.8,Karawang,-6.3167,107.2867
2024-05-29,Karawang,29.9,79.8,0.4,8.1,17.2,1016.9,25.9,Karawang,-6.3167,107.2867
2024-05-30,Karawang,30.0,65.8,0.2,0.8,36.8,1021.7,23.2,Karawang,-6.3167,107.2867
2024-05-31,Karawang,28.4,66.9,0.9,4.3,71.4,1011.2,21.8,Karawang,-6.3167,107.2867
2024-06-01,Karawang,26.4,70.4,0.0,9.4,30.9,1001.4,20.5,Karawang,-6.3167,107.2867
2024-06-02,Karawang,26.7,72.5,0.0,5.0,42.4,1012.4,21.2,Karawang,-6.3167,107.2867
2024-06-03,Karawang,28.9,75.8,0.1,1.7,9.2,1013.3,24.0,Karawang,-6.3167,107.2867
2024-06-04,Karawang,29.5,76.0,0.3,4.2,38.6,1016.4,24.7,Karawang,-6.3167,107.2867
2024-06-05,Karawang,31.0,71.6,1.1,2.4,48.1,1011.2,25.3,Karawang,-6.3167,107.2867
2024-06-06,Karawang,31.6,76.4,0.1,8.3,41.4,1010.3,26.9,Karawang,-6.3167,107.2867
2024-06-07,Karawang,25.7,70.9,0.1,3.8,58.3,1010.7,19.9,Karawang,-6.3167,107.2867
2024-06-08,Karawang,31.7,69.3,0.1,6.4,56.1,1013.1,25.5,Karawang,-6.3167,107.2867
2024-06-09,Karawang,28.1,62.2,1.1,8.0,17.5,1015.1,20.5,Karawang,-6.3167,107.2867
2024-06-10,Karawang,28.0,87.3,5.0,6.4,78.2,1020.0,25.5,Karawang,-6.3167,107.2867
2024-06-11,Karawang,31.6,77.9,0.0,0.8,84.4,1008.8,27.2,Karawang,-6.3167,107.2867
2024-06-12,Karawang,27.6,70.5,1.0,0.6,32.7,1007.7,21.7,Karawang,-6.3167,107.2867
2024-06-13,Karawang,29.3,77.9,0.8,2.4,22.4,1013.8,24.8,Karawang,-6.3167,107.2867
2024-06-14,Karawang,29.1,69.2,0.1,1.0,71.2,1012.6,22.9,Karawang,-6.3167,107.2867
2024-06-15,Karawang,30.1,75.0,1.2,2.8,27.1,1016.4,25.1,Karawang,-6.3167,107.2867
2024-06-16,Karawang,28.7,69.2,2.5,4.2,29.5,1020.2,22.5,Karawang,-6.3167,107.2867
2024-06-17,Karawang,28.1,77.3,0.5,1.2,40.1,1011.9,23.5,Karawang,-6.3167,107.2867
2024-06-18,Karawang,25.7,77.5,1.0,9.6,52.9,1005.6,21.2,Karawang,-6.3167,107.2867
2024-06-19,Karawang,27.9,78.4,0.0,6.2,25.7,1011.0,23.6,Karawang,-6.3167,107.2867
2024-06-20,Karawang,23.2,59.1,0.1,3.8,11.2,1014.2,15.1,Karawang,-6.3167,107.2867
2024-06-21,Karawang,28.5,73.2,0.7,5.8,53.3,1009.5,23.1,Karawang,-6.3167,107.2867
2024-06-22,Karawang,30.4,81.5,0.4,0.3,79.6,1009.5,26.7,Karawang,-6.3167,107.2867
2024-06-23,Karawang,29.5,71.3,0.2,3.7,100.0,1011.2,23.7,Karawang,-6.3167,107.2867
2024-06-24,Karawang,25.9,65.7,0.4,4.5,41.0,1010.8,19.1,Karawang,-6.3167,107.2867
2024-06-25,Karawang,27.7,75.5,0.7,3.2,100.0,1010.6,22.9,Karawang,-6.3167,107.2867
2024-06-26,Karawang,28.3,74.3,0.1,4.2,29.3,1020.3,23.1,Karawang,-6.3167,107.2867
2024-06-27,Karawang,26.9,76.5,1.0,8.7,42.0,1013.8,22.2,Karawang,-6.3167,107.2867
2024-06-28,Karawang,30.6,75.7,0.3,1.2,18.4,1011.3,25.8,Karawang,-6.3167,107.2867
2024-06-29,Karawang,27.2,80.5,1.8,2.9,16.4,1011.2,23.3,Karawang,-6.3167,107.2867
2024-06-30,Karawang,26.1,73.4,0.1,4.7,32.9,1013.8,20.7,Karawang,-6.3167,107.2867
2024-07-01,Karawang,26.8,73.8,0.8,1.3,50.4,1021.7,21.5,Karawang,-6.3167,107.2867
2024-07-02,Karawang,27.2,83.0,0.0,1.4,58.3,1017.4,23.8,Karawang,-6.3167,107.2867
2024-07-03,Karawang,26.2,76.3,0.0,0.4,16.9,1013.4,21.5,Karawang,-6.3167,107.2867
2024-07-04,Karawang,27.5,78.1,0.0,4.5,40.6,1011.9,23.1,Karawang,-6.3167,107.2867
2024-07-05,Karawang,26.9,74.5,0.0,1.2,61.5,1016.7,21.8,Karawang,-6.3167,107.2867
2024-07-06,Karawang,26.1,77.0,0.4,7.1,68.0,1004.9,21.5,Karawang,-6.3167,107.2867
2024-07-07,Karawang,24.0,76.3,0.5,7.6,30.2,1015.1,19.3,Karawang,-6.3167,107.2867
2024-07-08,Karawang,25.7,80.6,0.3,9.0,80.7,1010.5,21.8,Karawang,-6.3167,107.2867
2024-07-09,Karawang,27.0,67.2,0.1,1.9,38.9,1006.1,20.4,Karawang,-6.3167,107.2867
2024-07-10,Karawang,27.8,79.1,0.2,1.9,16.6,1013.8,23.6,Karawang,-6.3167,107.2867
2024-07-11,Karawang,25.3,82.6,0.4,1.0,34.1,1016.5,21.8,Karawang,-6.3167,107.2867
2024-07-12,Karawang,27.0,73.3,0.2,8.0,28.2,1012.9,21.7,Karawang,-6.3167,107.2867
2024-07-13,Karawang,26.6,73.6,0.2,4.1,44.9,1008.6,21.4,Karawang,-6.3167,107.2867
2024-07-14,Karawang,27.1,81.8,0.1,5.4,91.2,1013.1,23.5,Karawang,-6.3167,107.2867
2024-07-15,Karawang,25.0,81.9,0.9,13.2,89.0,1010.4,21.4,Karawang,-6.3167,107.2867
2024-07-16,Karawang,25.4,66.8,0.0,1.8,30.9,1016.9,18.7,Karawang,-6.3167,107.2867
2024-07-17,Karawang,27.7,72.9,1.3,7.1,43.2,1004.8,22.2,Karawang,-6.3167,107.2867
2024-07-18,Karawang,28.9,83.7,0.3,4.6,59.8,1016.9,25.7,Karawang,-6.3167,107.2867
2024-07-19,Karawang,29.5,72.8,0.1,4.1,23.7,1004.4,24.0,Karawang,-6.3167,107.2867
2024-07-20,Karawang,29.2,77.6,2.7,1.4,21.0,1012.8,24.7,Karawang,-6.3167,107.2867
2024-07-21,Karawang,24.5,74.0,0.7,2.0,52.4,1021.1,19.3,Karawang,-6.3167,107.2867
2024-07-22,Karawang,25.6,75.2,0.0,13.5,15.5,1011.9,20.7,Karawang,-6.3167,107.2867
2024-07-23,Karawang,28.3,78.4,0.7,3.3,43.0,1015.1,23.9,Karawang,-6.3167,107.2867
2024-07-24,Karawang,26.3,66.3,0.9,2.6,79.2,1015.4,19.6,Karawang,-6.3167,107.2867
2024-07-25,Karawang,26.5,76.7,2.5,4.7,50.8,1011.4,21.8,Karawang,-6.3167,107.2867
2024-07-26,Karawang,26.4,72.1,0.2,5.5,9.8,1014.8,20.8,Karawang,-6.3167,107.2867
2024-07-27,Karawang,28.8,77.0,0.2,4.6,85.6,1014.8,24.2,Karawang,-6.3167,107.2867
2024-07-28,Karawang,28.9,71.3,2.2,2.9,37.1,1011.7,23.2,Karawang,-6.3167,107.2867
2024-07-29,Karawang,25.1,83.1,0.1,3.8,47.9,1014.7,21.8,Karawang,-6.3167,107.2867
2024-07-30,Karawang,26.0,75.3,0.8,4.5,29.3,1011.2,21.0,Karawang,-6.3167,107.2867
2024-07-31,Karawang,26.9,70.0,0.6,2.1,17.6,1002.2,20.9,Karawang,-6.3167,107.2867
2024-08-01,Karawang,24.7,74.7,0.1,3.1,79.4,1023.8,19.6,Karawang,-6.3167,107.2867
2024-08-02,Karawang,23.3,71.4,0.4,3.3,34.7,1000.8,17.6,Karawang,-6.3167,107.2867
2024-08-03,Karawang,25.6,77.1,0.0,2.0,67.4,1008.5,21.1,Karawang,-6.3167,107.2867
2024-08-04,Karawang,24.3,67.9,0.5,1.9,58.9,1014.4,17.9,Karawang,-6.3167,107.2867
2024-08-05,Karawang,25.5,74.3,0.6,1.1,25.4,1026.2,20.3,Karawang,-6.3167,107.2867
2024-08-06,Karawang,26.5,82.7,1.7,2.0,64.2,1016.3,23.0,Karawang,-6.3167,107.2867
2024-08-07,Karawang,26.0,77.6,0.2,3.3,29.7,1006.4,21.5,Karawang,-6.3167,107.2867
2024-08-08,Karawang,28.9,76.4,0.0,2.5,33.3,1014.9,24.2,Karawang,-6.3167,107.2867
2024-08-09,Karawang,24.7,76.9,0.1,2.1,94.6,1011.4,20.1,Karawang,-6.3167,107.2867
2024-08-10,Karawang,26.5,75.4,0.5,1.7,20.0,1008.8,21.6,Karawang,-6.3167,107.2867
2024-08-11,Karawang,22.9,79.4,0.1,2.1,40.4,1009.9,18.8,Karawang,-6.3167,107.2867
2024-08-12,Karawang,23.8,79.4,0.4,2.2,57.8,1014.1,19.6,Karawang,-6.3167,107.2867
2024-08-13,Karawang,25.9,72.9,0.4,3.9,48.4,1004.1,20.5,Karawang,-6.3167,107.2867
2024-08-14,Karawang,24.5,69.4,0.5,3.9,58.9,1011.6,18.3,Karawang,-6.3167,107.2867
2024-08-15,Karawang,27.9,76.7,2.3,5.7,47.7,1020.4,23.2,Karawang,-6.3167,107.2867
2024-08-16,Karawang,29.5,74.4,0.1,2.3,55.9,1019.1,24.4,Karawang,-6.3167,107.2867
2024-08-17,Karawang,28.8,79.3,0.3,1.3,20.9,995.2,24.6,Karawang,-6.3167,107.2867
2024-08-18,Karawang,25.1,77.2,0.1,3.5,26.5,1008.3,20.6,Karawang,-6.3167,107.2867
2024-08-19,Karawang,24.6,72.5,0.2,2.7,75.9,1009.1,19.1,Karawang,-6.3167,107.2867
2024-08-20,Karawang,23.5,82.4,0.0,1.9,16.6,1015.7,19.9,Karawang,-6.3167,107.2867
2024-08-21,Karawang,24.0,71.9,0.1,6.0,56.8,1007.2,18.4,Karawang,-6.3167,107.2867
2024-08-22,Karawang,27.3,77.4,0.0,2.1,53.9,1007.5,22.8,Karawang,-6.3167,107.2867
2024-08-23,Karawang,26.0,69.2,0.1,5.8,5.6,1009.8,19.9,Karawang,-6.3167,107.2867
2024-08-24,Karawang,24.3,71.8,0.0,3.1,42.4,1019.4,18.7,Karawang,-6.3167,107.2867
2024-08-25,Karawang,23.4,75.6,0.1,3.8,36.7,1026.7,18.5,Karawang,-6.3167,107.2867
2024-08-26,Karawang,27.5,74.4,0.0,1.2,19.1,1003.4,22.4,Karawang,-6.3167,107.2867
2024-08-27,Karawang,30.5,73.3,0.8,1.7,21.7,1008.3,25.1,Karawang,-6.3167,107.2867
2024-08-28,Karawang,27.1,75.0,0.0,0.5,57.9,999.4,22.1,Karawang,-6.3167,107.2867
2024-08-29,Karawang,24.8,71.2,0.0,9.2,30.0,1023.9,19.0,Karawang,-6.3167,107.2867
2024-08-30,Karawang,23.9,75.4,5.7,1.3,94.4,1017.1,19.0,Karawang,-6.3167,107.2867
